user_id,log_date,screen_time_hours,social_media_hours,gaming_hours,study_hours,sleep_hours,mood_score,productivity_score,notifications_checked,outside_time_minutes,addiction_risk_score,focus_score,productivity_score_ai,log_id
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-07,7.3,2.4,1.8,2.4,5.6,4,7,136,13,77.7,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-08,5.2,0.8,1.7,0.8,5.9,5,3,36,18,60.4,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-09,9.0,0.8,1.3,1.7,5.1,6,6,146,2,65.8,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-10,6.5,2.8,1.0,1.2,7.3,5,5,96,26,66.0,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-11,7.6,1.0,0.1,0.1,7.9,8,3,105,34,50.4,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-12,9.9,2.8,1.5,2.1,6.0,4,8,40,6,66.2,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-13,9.7,1.6,1.4,1.7,5.5,6,5,67,27,66.5,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-14,7.0,1.8,0.3,1.4,6.8,5,5,98,56,59.3,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-15,4.5,1.0,0.6,1.3,6.8,8,5,75,41,42.5,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-16,4.1,1.6,0.9,1.7,7.5,4,8,96,14,49.5,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-17,9.6,0.8,1.3,2.0,7.0,4,7,149,44,53.8,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-18,7.3,1.0,0.0,1.7,6.4,4,3,85,49,52.9,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-19,9.0,0.9,1.8,1.3,6.6,8,5,143,23,57.6,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-20,5.1,1.6,0.5,1.6,5.8,5,7,117,49,62.3,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-21,8.8,1.3,0.6,1.1,6.9,4,5,123,25,61.6,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-22,5.1,1.6,1.5,0.8,5.1,4,7,121,23,71.5,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-23,7.3,1.3,0.3,1.5,6.6,8,3,38,27,46.9,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-24,6.4,1.4,1.7,0.5,6.0,7,8,116,4,65.0,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-25,5.7,2.1,0.4,0.9,6.5,8,6,53,53,52.6,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-26,9.6,0.6,1.5,0.2,6.4,5,3,72,30,59.2,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-27,6.2,2.1,0.7,2.0,7.2,5,3,110,14,59.2,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-28,7.9,1.2,0.1,1.2,6.3,5,4,138,29,57.0,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-01,6.2,0.9,0.5,0.5,7.7,7,4,35,25,45.6,,,
54976523-8ab4-4b67-a93e-42236ccb9bfc,2026-01-02,5.3,1.8,1.0,1.8,5.2,5,3,85,30,65.4,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-01,3.1,2.0,0.4,6.4,5.6,3,4,34,62,42.9,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-02,3.1,1.4,0.4,6.0,4.3,3,3,70,64,42.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-03,5.5,4.5,0.7,3.5,7.9,6,8,74,37,58.4,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-04,9.5,4.7,3.5,3.2,6.9,3,8,71,3,82.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-05,5.5,4.5,1.4,4.9,6.2,5,8,55,19,64.1,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-06,8.0,2.7,0.2,4.4,8.1,5,4,118,75,48.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-07,4.2,4.1,2.9,5.0,6.3,3,5,41,22,65.1,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-08,4.9,2.4,1.0,2.9,6.0,7,2,74,81,49.0,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-09,10.7,2.1,3.5,3.7,4.6,8,4,102,19,72.5,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-10,5.0,3.0,2.8,7.9,6.2,5,7,78,38,62.6,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-11,7.3,3.1,0.0,1.0,4.5,5,6,60,30,72.6,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-12,4.6,4.6,3.7,7.8,8.7,4,4,59,53,62.1,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-13,4.4,4.2,3.6,7.0,6.2,5,8,87,57,68.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-14,8.4,1.7,2.1,4.0,8.5,4,2,112,75,51.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-15,9.5,4.7,1.2,7.6,4.8,7,2,90,86,71.0,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-16,10.2,3.2,2.9,2.6,4.8,5,6,70,16,81.7,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-17,5.4,3.0,1.7,2.2,5.8,3,5,33,63,70.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-18,8.9,2.0,0.9,7.6,4.1,3,6,107,87,64.8,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-19,7.3,2.4,3.9,5.9,8.2,8,8,58,86,52.5,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-20,3.5,4.1,3.0,6.7,4.0,3,3,77,52,72.1,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-21,4.2,3.6,0.3,2.3,6.4,7,4,91,53,54.9,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-22,4.6,2.0,0.9,3.8,7.3,8,8,30,61,33.2,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-23,4.0,1.2,3.5,1.6,4.7,8,6,117,28,63.0,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-24,7.7,4.9,3.5,3.9,5.9,8,8,114,84,80.1,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-25,8.9,2.8,3.6,6.7,7.9,8,2,27,89,53.4,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-26,10.2,1.8,3.9,6.7,7.5,6,3,71,49,58.0,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-27,6.4,1.7,1.5,1.9,6.3,8,4,102,39,58.5,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-28,9.4,2.0,2.3,4.1,4.1,5,8,92,48,68.5,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-01,8.3,4.4,0.3,4.2,8.9,5,8,72,31,56.4,,,
a9b5056d-a3a2-43e6-a96f-f2b9f416aaf4,2026-01-02,10.0,3.8,3.0,4.7,8.6,7,3,70,10,63.8,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-01,6.6,3.0,0.7,5.6,6.8,7,8,61,87,52.0,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-02,7.8,4.7,3.7,3.0,7.7,5,5,51,47,73.0,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-03,3.7,3.5,2.0,4.7,8.6,7,5,58,67,42.4,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-04,8.2,2.2,3.6,5.2,5.0,5,6,62,81,70.2,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-05,4.0,1.3,2.7,3.9,7.6,3,5,48,22,44.1,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-06,6.5,1.2,2.2,1.6,8.1,5,3,26,72,47.7,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-07,4.1,2.1,2.0,5.4,4.9,6,5,80,50,55.6,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-08,6.9,1.7,2.0,3.4,6.3,5,7,49,47,55.1,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-09,6.5,2.4,1.6,6.6,8.4,6,8,61,53,48.2,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-10,6.2,4.6,2.0,4.8,8.8,3,6,84,69,65.5,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-11,4.4,4.4,2.1,3.9,7.0,6,7,101,62,58.6,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-12,10.8,4.1,1.0,1.3,8.9,7,6,48,46,61.1,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-13,10.4,1.1,3.1,5.7,4.2,6,7,79,57,63.1,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-14,8.5,1.3,3.2,2.0,6.1,7,2,117,51,63.5,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-15,8.4,4.9,3.6,6.0,4.5,7,6,65,59,79.5,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-16,9.0,1.9,0.3,6.0,6.0,4,4,49,47,49.1,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-17,9.0,4.0,1.3,1.1,4.3,3,6,27,64,80.9,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-18,10.1,2.4,3.7,5.4,8.7,5,7,60,61,57.7,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-19,4.8,2.6,0.7,4.5,6.4,7,5,104,21,50.9,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-20,8.8,2.2,1.5,4.3,6.1,6,6,86,12,58.2,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-21,6.7,3.8,2.9,4.1,4.7,8,8,83,74,75.0,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-22,4.2,3.4,1.0,7.1,5.6,7,8,26,13,54.9,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-23,6.8,4.4,1.3,4.7,7.4,5,7,27,23,59.3,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-24,7.5,4.6,3.9,5.6,8.9,4,3,63,47,70.5,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-25,3.9,2.6,1.8,6.9,7.8,4,2,83,55,47.9,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-26,4.2,4.9,3.6,6.4,6.1,8,5,87,28,64.7,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-27,9.8,2.4,1.3,7.9,6.6,7,4,37,17,51.9,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-28,6.9,1.2,1.9,3.9,7.9,3,4,115,13,56.0,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-01,4.4,3.4,0.4,6.1,9.0,4,8,111,10,50.5,,,
46323418-eb8e-4f4e-b228-745cbf9ea504,2026-01-02,6.9,4.3,3.7,7.9,6.0,8,4,116,83,72.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-01,9.2,0.5,0.6,1.3,6.5,5,8,104,33,54.4,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-02,9.0,1.0,0.7,0.1,7.9,8,8,58,34,48.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-03,6.1,1.4,1.8,1.4,6.5,4,3,88,39,64.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-04,7.9,1.3,0.4,2.0,6.7,8,8,105,12,52.8,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-05,5.6,1.5,1.4,1.9,6.6,5,4,80,47,57.0,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-06,9.3,2.9,1.4,1.5,6.9,8,3,51,54,60.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-07,9.4,2.3,0.1,0.1,6.5,7,4,38,0,59.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-08,9.9,1.2,1.0,1.2,5.5,4,6,35,18,64.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-09,6.3,1.7,1.8,0.3,7.4,5,4,109,44,64.8,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-10,5.1,2.4,0.8,2.6,6.6,5,4,30,10,52.3,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-11,4.7,2.5,0.3,1.0,7.3,6,4,68,50,50.0,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-12,4.9,1.5,1.7,2.4,6.9,8,6,100,6,52.8,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-13,5.2,2.1,2.0,0.0,6.6,8,3,94,56,63.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-14,7.3,1.7,0.5,0.2,6.2,8,7,40,7,55.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-15,5.8,1.8,0.3,2.8,7.7,5,7,92,28,50.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-16,4.6,1.4,0.5,2.7,7.6,4,4,52,33,40.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-17,7.2,1.9,0.2,2.9,6.7,4,8,98,7,58.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-18,7.1,1.0,0.2,1.3,6.0,8,4,135,3,52.8,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-19,4.7,1.6,0.9,1.7,5.3,6,3,59,55,55.8,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-20,7.2,1.8,0.9,2.3,6.5,5,3,130,22,60.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-21,5.6,2.2,0.1,1.7,6.2,6,5,42,13,53.1,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-22,9.9,1.0,0.1,2.6,7.6,5,6,139,24,47.9,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-23,8.4,1.2,0.0,1.4,7.6,5,5,144,36,51.7,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-24,9.3,2.0,0.9,2.3,7.2,5,3,91,42,56.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-25,9.6,1.6,0.7,1.9,7.0,6,6,50,42,48.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-26,9.8,1.5,1.8,0.7,5.6,6,3,88,47,71.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-27,7.4,1.1,0.1,1.9,5.4,7,8,43,10,54.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-28,7.0,1.1,1.2,1.3,6.3,5,5,57,3,57.6,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-01,6.0,0.5,0.6,0.8,6.2,7,4,85,55,50.2,,,
f4d6919f-c6e0-4d60-a242-931ca91f5167,2026-01-02,8.2,2.1,1.6,1.4,6.6,7,7,49,29,59.8,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-01,7.1,2.8,1.5,1.7,7.7,4,6,36,47,60.9,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-02,6.4,2.2,1.8,0.9,5.6,6,5,144,49,76.2,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-03,6.1,2.7,1.0,1.9,5.6,4,6,124,16,77.7,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-04,5.7,1.9,0.2,2.1,7.2,7,4,78,6,49.4,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-05,5.9,2.4,0.0,1.6,5.8,7,5,68,32,63.8,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-06,5.2,2.6,0.8,0.0,7.2,4,3,54,52,59.6,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-07,7.5,1.7,0.8,2.7,6.3,7,5,81,31,53.4,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-08,8.1,1.7,0.2,2.4,5.2,7,4,95,17,61.9,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-09,7.5,2.8,0.8,0.2,6.0,4,5,84,39,71.9,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-10,4.2,1.2,1.1,0.8,6.7,7,4,108,6,51.4,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-11,8.4,2.0,0.8,0.4,7.3,7,7,86,12,59.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-12,8.0,2.0,1.2,0.2,5.7,7,7,90,45,72.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-13,5.5,1.1,0.5,1.6,6.7,5,8,107,1,55.8,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-14,9.6,2.1,1.8,2.5,7.1,7,6,144,54,57.1,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-15,5.2,0.8,0.7,0.4,8.0,4,7,98,57,48.4,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-16,6.5,1.5,0.1,1.3,7.0,8,8,53,46,44.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-17,9.3,2.6,1.2,1.2,6.5,6,6,69,40,64.7,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-18,5.0,1.8,1.7,2.0,7.5,7,3,132,46,51.8,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-19,8.5,2.3,0.7,2.7,6.9,7,7,42,37,52.3,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-20,4.9,1.3,0.9,1.6,6.5,7,3,140,11,52.0,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-21,5.0,1.3,1.8,1.7,6.8,6,6,72,32,53.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-22,6.4,2.4,1.3,0.5,5.2,5,6,51,44,73.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-23,5.2,2.8,0.9,2.2,6.6,6,5,115,56,60.0,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-24,9.7,2.4,1.2,3.0,5.8,7,3,53,26,63.7,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-25,9.0,2.1,1.8,2.1,6.1,4,4,47,17,63.4,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-26,4.6,2.7,0.6,2.0,6.5,6,7,38,4,52.2,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-27,9.7,0.6,1.8,1.8,7.4,4,3,134,42,55.3,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-28,9.8,1.3,1.4,0.0,5.6,6,7,118,38,72.5,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-01,6.8,2.2,1.5,1.4,6.9,7,7,80,45,62.2,,,
f7bbd4ff-ffde-4908-920f-93b5e8b906e8,2026-01-02,8.5,0.9,0.1,1.4,7.6,5,3,87,0,50.8,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-01,2.9,1.8,1.7,0.8,8.2,7,2,83,72,38.9,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-02,3.1,3.8,2.8,0.9,7.5,8,8,19,13,54.0,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-03,4.2,1.1,2.7,0.7,8.5,3,7,17,87,44.2,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-04,5.8,3.7,0.6,2.2,5.5,5,3,27,55,69.5,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-05,4.9,0.8,2.0,2.0,5.5,5,5,14,63,52.0,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-06,8.8,0.8,3.0,1.6,5.7,7,3,12,28,61.3,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-07,2.6,2.0,1.7,0.6,8.1,4,2,76,107,41.2,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-08,2.1,1.3,2.5,2.7,8.6,7,2,94,76,30.3,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-09,5.3,0.9,1.3,1.4,5.9,6,3,44,102,53.2,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-10,8.9,1.7,0.8,3.9,8.6,5,3,80,76,43.4,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-11,7.3,1.9,1.0,3.7,8.2,7,5,26,77,37.5,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-12,5.3,2.9,3.0,2.8,8.0,4,3,46,69,57.6,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-13,6.8,2.8,1.1,3.0,7.0,8,2,26,96,46.0,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-14,5.4,3.9,2.0,1.3,7.9,4,6,27,98,64.3,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-15,3.3,0.7,0.6,2.3,8.1,3,8,45,67,27.8,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-16,8.0,1.6,2.9,2.9,6.3,7,8,96,35,61.9,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-17,6.5,1.1,0.8,2.1,6.1,3,3,89,38,58.0,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-18,3.2,3.2,2.2,0.2,5.8,6,7,20,21,65.4,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-19,8.6,3.2,2.7,2.3,6.4,8,7,77,49,68.3,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-20,5.5,1.2,1.5,1.6,8.2,7,4,76,88,43.6,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-21,2.7,3.7,1.6,3.4,5.2,7,7,73,79,54.8,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-22,8.9,0.8,0.7,1.6,8.5,8,2,88,8,44.2,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-23,9.7,0.5,0.1,0.6,6.4,7,4,44,42,45.4,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-24,7.0,3.7,1.4,0.4,6.8,4,6,79,110,75.0,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-25,9.9,3.6,1.2,3.1,8.6,8,8,72,4,57.1,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-26,8.5,1.4,2.4,1.1,5.1,8,6,96,76,68.5,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-27,8.1,2.7,2.8,3.1,5.7,3,3,12,99,69.9,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-28,7.4,3.4,1.7,1.9,7.5,6,2,39,13,63.7,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-01,6.9,1.3,0.2,0.0,7.4,5,7,33,69,48.9,,,
3d6d7349-543d-4af1-ba81-11048336a373,2026-01-02,7.0,1.0,1.1,0.7,6.2,4,8,52,10,59.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-01,7.3,1.3,3.0,3.8,6.4,3,2,75,0,63.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-02,8.2,2.6,3.6,6.9,5.2,6,6,71,45,73.8,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-03,10.7,2.4,3.3,3.2,7.2,3,2,88,19,69.3,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-04,3.6,3.4,3.7,7.0,4.3,7,2,35,34,62.5,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-05,4.3,1.0,0.7,6.9,4.1,3,7,43,74,44.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-06,7.7,4.1,3.0,1.4,8.5,4,2,25,6,73.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-07,7.4,2.4,1.1,3.3,7.2,7,2,106,72,52.8,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-08,6.7,2.3,3.1,1.1,6.2,7,5,74,39,69.8,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-09,5.7,1.1,0.6,2.0,8.9,4,4,38,65,41.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-10,6.6,1.3,2.7,2.0,7.4,8,7,57,22,53.2,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-11,6.2,2.3,3.5,1.3,4.7,8,2,91,2,80.9,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-12,3.1,4.4,1.8,1.0,6.0,7,4,101,47,62.9,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-13,5.2,4.3,2.6,3.8,6.1,4,4,55,3,70.3,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-14,8.5,3.8,3.7,6.0,6.9,8,4,68,75,68.6,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-15,3.3,2.5,2.5,4.7,5.6,4,3,66,12,59.5,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-16,4.9,2.6,3.1,4.4,5.1,5,2,21,74,61.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-17,9.4,3.6,0.9,4.1,8.3,5,7,46,6,55.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-18,7.5,4.5,1.2,5.8,7.8,6,7,61,49,59.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-19,5.8,4.2,2.5,4.1,4.5,6,3,78,75,76.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-20,3.6,3.7,3.6,4.2,4.2,8,8,96,8,69.8,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-21,9.9,2.6,1.5,4.8,8.8,3,7,71,45,55.0,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-22,4.3,3.1,2.4,4.2,5.7,8,4,112,66,62.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-23,6.5,2.4,2.3,2.7,8.9,8,2,25,38,49.1,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-24,6.8,4.5,0.1,5.8,6.7,6,2,63,22,60.6,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-25,9.3,4.0,3.9,3.6,7.1,7,5,29,37,67.4,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-26,8.2,3.1,0.7,7.2,5.7,6,4,32,40,61.6,,,
548b7aaa-449d-4788-945e-dd4798ab90dc,2026-01-27,6.9,1.4,1.5,1.7,5.0,4,8,28,59,63.2,,,
